realtime_start,realtime_end,date,value
2019-12-06,2019-12-06,2008-06-01,46547
2019-12-06,2019-12-06,2008-07-01,46813
2019-12-06,2019-12-06,2008-08-01,45645
2019-12-06,2019-12-06,2008-09-01,45777
2019-12-06,2019-12-06,2008-10-01,40584
2019-12-06,2019-12-06,2008-11-01,31776
2019-12-06,2019-12-06,2008-12-01,27999
2019-12-06,2019-12-06,2009-01-01,28818
2019-12-06,2019-12-06,2009-02-01,29860
2019-12-06,2019-12-06,2009-03-01,28825
2019-12-06,2019-12-06,2009-04-01,28747
2019-12-06,2019-12-06,2009-05-01,30488
2019-12-06,2019-12-06,2009-06-01,33375
2019-12-06,2019-12-06,2009-07-01,33066
2019-12-06,2019-12-06,2009-08-01,34658
2019-12-06,2019-12-06,2009-09-01,34800
2019-12-06,2019-12-06,2009-10-01,34885
2019-12-06,2019-12-06,2009-11-01,36573
2019-12-06,2019-12-06,2009-12-01,37182
2019-12-06,2019-12-06,2010-01-01,37358
2019-12-06,2019-12-06,2010-02-01,36950
2019-12-06,2019-12-06,2010-03-01,37160
2019-12-06,2019-12-06,2010-04-01,37182
2019-12-06,2019-12-06,2010-05-01,36537
2019-12-06,2019-12-06,2010-06-01,35809
2019-12-06,2019-12-06,2010-07-01,35731
2019-12-06,2019-12-06,2010-08-01,36189
2019-12-06,2019-12-06,2010-09-01,37319
2019-12-06,2019-12-06,2010-10-01,38519
2019-12-06,2019-12-06,2010-11-01,39272
2019-12-06,2019-12-06,2010-12-01,41279
2019-12-06,2019-12-06,2011-01-01,41732
2019-12-06,2019-12-06,2011-02-01,42294
2019-12-06,2019-12-06,2011-03-01,43737
2019-12-06,2019-12-06,2011-04-01,44604
2019-12-06,2019-12-06,2011-05-01,45300
2019-12-06,2019-12-06,2011-06-01,44698
2019-12-06,2019-12-06,2011-07-01,44712
2019-12-06,2019-12-06,2011-08-01,45159
2019-12-06,2019-12-06,2011-09-01,45127
2019-12-06,2019-12-06,2011-10-01,44846
2019-12-06,2019-12-06,2011-11-01,45622
2019-12-06,2019-12-06,2011-12-01,45243
2019-12-06,2019-12-06,2012-01-01,45702
2019-12-06,2019-12-06,2012-02-01,47171
2019-12-06,2019-12-06,2012-03-01,47448
2019-12-06,2019-12-06,2012-04-01,46913
2019-12-06,2019-12-06,2012-05-01,45808
2019-12-06,2019-12-06,2012-06-01,43811
2019-12-06,2019-12-06,2012-07-01,43484
2019-12-06,2019-12-06,2012-08-01,46434
2019-12-06,2019-12-06,2012-09-01,46966
2019-12-06,2019-12-06,2012-10-01,48212
2019-12-06,2019-12-06,2012-11-01,46822
2019-12-06,2019-12-06,2012-12-01,45787
2019-12-06,2019-12-06,2013-01-01,45970
2019-12-06,2019-12-06,2013-02-01,48895
2019-12-06,2019-12-06,2013-03-01,47392
2019-12-06,2019-12-06,2013-04-01,45918
2019-12-06,2019-12-06,2013-05-01,45341
2019-12-06,2019-12-06,2013-06-01,45441
2019-12-06,2019-12-06,2013-07-01,45706
2019-12-06,2019-12-06,2013-08-01,45216
2019-12-06,2019-12-06,2013-09-01,45290
2019-12-06,2019-12-06,2013-10-01,44547
2019-12-06,2019-12-06,2013-11-01,44267
2019-12-06,2019-12-06,2013-12-01,46125
2019-12-06,2019-12-06,2014-01-01,46564
2019-12-06,2019-12-06,2014-02-01,46981
2019-12-06,2019-12-06,2014-03-01,46219
2019-12-06,2019-12-06,2014-04-01,46508
2019-12-06,2019-12-06,2014-05-01,46103
2019-12-06,2019-12-06,2014-06-01,45084
2019-12-06,2019-12-06,2014-07-01,45127
2019-12-06,2019-12-06,2014-08-01,45150
2019-12-06,2019-12-06,2014-09-01,44682
2019-12-06,2019-12-06,2014-10-01,43774
2019-12-06,2019-12-06,2014-11-01,42780
2019-12-06,2019-12-06,2014-12-01,39738
2019-12-06,2019-12-06,2015-01-01,35811
