realtime_start,realtime_end,date,value
2019-12-06,2019-12-06,2009-04-01,42288
2019-12-06,2019-12-06,2009-05-01,42300
2019-12-06,2019-12-06,2009-06-01,42530
2019-12-06,2019-12-06,2009-07-01,42480
2019-12-06,2019-12-06,2009-08-01,42401
2019-12-06,2019-12-06,2009-09-01,42691
2019-12-06,2019-12-06,2009-10-01,42763
2019-12-06,2019-12-06,2009-11-01,42808
2019-12-06,2019-12-06,2009-12-01,43192
2019-12-06,2019-12-06,2010-01-01,43028
2019-12-06,2019-12-06,2010-02-01,43735
2019-12-06,2019-12-06,2010-03-01,43304
2019-12-06,2019-12-06,2010-04-01,43186
2019-12-06,2019-12-06,2010-05-01,43266
2019-12-06,2019-12-06,2010-06-01,42963
2019-12-06,2019-12-06,2010-07-01,43011
2019-12-06,2019-12-06,2010-08-01,43258
2019-12-06,2019-12-06,2010-09-01,43601
2019-12-06,2019-12-06,2010-10-01,43493
2019-12-06,2019-12-06,2010-11-01,44077
2019-12-06,2019-12-06,2010-12-01,44184
2019-12-06,2019-12-06,2011-01-01,44684
2019-12-06,2019-12-06,2011-02-01,44961
2019-12-06,2019-12-06,2011-03-01,45068
2019-12-06,2019-12-06,2011-04-01,45723
2019-12-06,2019-12-06,2011-05-01,45365
2019-12-06,2019-12-06,2011-06-01,45791
2019-12-06,2019-12-06,2011-07-01,45797
2019-12-06,2019-12-06,2011-08-01,46034
2019-12-06,2019-12-06,2011-09-01,45840
2019-12-06,2019-12-06,2011-10-01,46047
2019-12-06,2019-12-06,2011-11-01,46185
2019-12-06,2019-12-06,2011-12-01,46035
2019-12-06,2019-12-06,2012-01-01,46248
2019-12-06,2019-12-06,2012-02-01,46353
2019-12-06,2019-12-06,2012-03-01,46753
2019-12-06,2019-12-06,2012-04-01,46927
2019-12-06,2019-12-06,2012-05-01,46873
2019-12-06,2019-12-06,2012-06-01,46842
2019-12-06,2019-12-06,2012-07-01,46956
2019-12-06,2019-12-06,2012-08-01,47013
2019-12-06,2019-12-06,2012-09-01,47131
2019-12-06,2019-12-06,2012-10-01,47449
2019-12-06,2019-12-06,2012-11-01,47310
2019-12-06,2019-12-06,2012-12-01,47097
2019-12-06,2019-12-06,2013-01-01,47219
2019-12-06,2019-12-06,2013-02-01,47641
2019-12-06,2019-12-06,2013-03-01,47577
2019-12-06,2019-12-06,2013-04-01,47245
2019-12-06,2019-12-06,2013-05-01,47728
2019-12-06,2019-12-06,2013-06-01,47711
2019-12-06,2019-12-06,2013-07-01,48013
2019-12-06,2019-12-06,2013-08-01,48085
2019-12-06,2019-12-06,2013-09-01,48190
2019-12-06,2019-12-06,2013-10-01,48339
2019-12-06,2019-12-06,2013-11-01,48337
2019-12-06,2019-12-06,2013-12-01,48875
2019-12-06,2019-12-06,2014-01-01,49018
2019-12-06,2019-12-06,2014-02-01,49046
2019-12-06,2019-12-06,2014-03-01,49131
2019-12-06,2019-12-06,2014-04-01,49419
2019-12-06,2019-12-06,2014-05-01,49641
2019-12-06,2019-12-06,2014-06-01,50008
2019-12-06,2019-12-06,2014-07-01,50219
2019-12-06,2019-12-06,2014-08-01,50342
2019-12-06,2019-12-06,2014-09-01,50545
2019-12-06,2019-12-06,2014-10-01,50741
2019-12-06,2019-12-06,2014-11-01,50743
2019-12-06,2019-12-06,2014-12-01,50947
2019-12-06,2019-12-06,2015-01-01,50969
2019-12-06,2019-12-06,2015-02-01,51039
2019-12-06,2019-12-06,2015-03-01,50984
2019-12-06,2019-12-06,2015-04-01,50845
